"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Apopt1",3.68958632469773e-06,-0.563588325112902,0.192,0.268,0.0634239889215539
"Usp9x",3.71374979716132e-06,-0.52834163851619,0.186,0.261,0.0638393590132031
"Eea1",3.83241083076374e-06,-0.489385419038625,0.197,0.278,0.0658791421808287
"Ccl3",3.96155125625819e-06,0.844897101758646,0.592,0.543,0.0680990660950783
"Zfand6",4.18146899663587e-06,-0.440798394285161,0.38,0.471,0.0718794520521707
"Ywhaz",4.21391904805923e-06,0.366256154566784,0.562,0.514,0.0724372684361382
"Rps6ka3",4.47291302507343e-06,-0.512762770055928,0.182,0.257,0.0768893749010123
"Actl6a",4.53705444977088e-06,0.538758337026977,0.301,0.227,0.0779919659915615
"Dctpp1",4.70966916881624e-06,-0.404267440165075,0.258,0.345,0.0809592130119512
"Ptges3",4.91503641573884e-06,0.396735294827109,0.513,0.453,0.0844894759865507
"Churc1",4.99023774882898e-06,-0.34518136743691,0.408,0.506,0.0857821869023702
"Yipf1",5.06101102486086e-06,-0.465748482239145,0.219,0.301,0.0869987795173582
"Ap4s1",5.1421392213942e-06,0.585580255126522,0.3,0.227,0.0883933732157663
"Phax",5.19247047781092e-06,-0.444252418578493,0.225,0.313,0.0892585675135697
"Ralgds",5.28287151805313e-06,-0.312837637261977,0.248,0.338,0.0908125613953332
"Derl2",5.42315140507097e-06,0.38524234720211,0.463,0.396,0.09322397265317
"Rps12-ps3",5.46801336024039e-06,-0.266720628709955,0.716,0.785,0.0939951496625323
"Sltm",5.83743545042637e-06,0.502726808350634,0.343,0.265,0.100345515392829
"Cd2ap",5.99635040715752e-06,-0.454448851614969,0.196,0.275,0.103077263499038
"Ado",6.21903617840061e-06,0.673458946065998,0.274,0.207,0.106905231906706
"Bsg",6.28614144084396e-06,0.322096407223409,0.841,0.857,0.108058771368108
"Mlf2",6.29419948081175e-06,0.304916405630008,0.642,0.594,0.108197289075154
"Wdr45b",6.96257839948683e-06,-0.502313017014586,0.187,0.264,0.119686722687179
"Echs1",7.14111422379824e-06,0.534396405673583,0.327,0.261,0.122755753507092
"Aip",7.1489308162881e-06,0.685284844810474,0.26,0.193,0.122890120731992
"Gpr137b",7.22889939840067e-06,-0.264734074459372,0.238,0.33,0.124264780658507
"Vbp1",7.41009621903282e-06,0.664067921205913,0.258,0.191,0.127379554005174
"Ormdl2",7.46825536940462e-06,0.417853613102586,0.455,0.39,0.128379309800065
"Limd2",7.65095009412578e-06,0.425811119480181,0.61,0.58,0.131519832118022
"Hmgb1",8.02829217417743e-06,-0.320669244426646,0.435,0.529,0.13800634247411
"Epn1",8.04728343366173e-06,-0.358642070720008,0.459,0.539,0.138332802224645
"Eif3l",8.31675322907303e-06,0.414690544366561,0.428,0.354,0.142964988007765
"Sf3a3",8.75330942618569e-06,0.596263042776723,0.259,0.19,0.150469389036132
"Uqcrc2",8.87137122915222e-06,0.417238593930762,0.48,0.424,0.152498871429127
"Glo1",9.0567053099988e-06,-0.46766404371997,0.2,0.279,0.155684764278879
"Atp5k",9.05786754666384e-06,0.414342613849005,0.437,0.364,0.155704743127151
"Rbm17",9.05888978112939e-06,0.342670021724729,0.487,0.418,0.155722315337614
"Fes",9.17207035822999e-06,0.528516030778912,0.384,0.314,0.157667889457974
"Ifnar1",9.37185782468312e-06,0.590573709521352,0.332,0.267,0.161102236006303
"Psmd6",9.63383248707468e-06,0.321323082953853,0.493,0.423,0.165605580452814
"Ech1",9.85972220567908e-06,-0.333637580991086,0.453,0.536,0.169488624715623
"Gpbp1",1.0081413298831e-05,0.608120592085718,0.254,0.186,0.173299494606904
"Clint1",1.01855561510453e-05,-0.431400929133078,0.245,0.322,0.175089710236469
"Rgs19",1.04599892304971e-05,0.407888580065814,0.445,0.38,0.179807214872246
"Cops8",1.05554051914509e-05,0.544010023222577,0.29,0.216,0.18144741524104
"Syk",1.09058220251296e-05,-0.388812869020091,0.314,0.401,0.187471080611979
"Rrp7a",1.09590656346313e-05,0.567526496359837,0.268,0.198,0.188386338259312
"Leprotl1",1.11238799885981e-05,0.398938904901231,0.527,0.469,0.191219497004002
"Mrps28",1.1388902418539e-05,0.485266746775566,0.362,0.289,0.195775232574686
"Cript",1.20749067771867e-05,0.292526541477093,0.637,0.591,0.207567647499839
"Chchd3",1.21597032670381e-05,0.373910388026576,0.436,0.367,0.209025299160385
"Myof",1.23702898622616e-05,0.575034443334981,0.283,0.215,0.212645282732276
"Vps4b",1.23866984226999e-05,-0.392656820241651,0.297,0.384,0.212927345886211
"Rbm25",1.26911020259074e-05,0.371006974812659,0.555,0.501,0.218160043825348
"Triap1",1.27096433469097e-05,-0.391887936447518,0.264,0.345,0.218478769133378
"Anp32a",1.30417634628925e-05,-0.262764310701225,0.506,0.591,0.224187913927122
"Aida",1.31876273001055e-05,0.606466116632363,0.296,0.228,0.226695313288813
"Pbrm1",1.32709003194527e-05,-0.379101615356868,0.288,0.374,0.228126776491392
"Actn4",1.32766735511611e-05,0.5023328275016,0.337,0.269,0.22822601834446
"Cd14",1.33474084267353e-05,0.594104902064233,0.63,0.615,0.22944195085558
"Mtx2",1.45182276096813e-05,0.43965630075543,0.379,0.306,0.249568332610422
"Dpp3",1.4714051100906e-05,0.558171981855319,0.264,0.194,0.252934538424574
"Glrx2",1.47730585937487e-05,0.37983398337415,0.51,0.44,0.25394887722654
"Tpst2",1.53107740629374e-05,0.504040733182618,0.414,0.351,0.263192206141894
"Lims1",1.55001104106964e-05,0.467505818942619,0.417,0.35,0.266446897959871
"Akr1b10",1.59162480632585e-05,-0.458403279156699,0.183,0.256,0.273600304207414
"Atxn10",1.6218300074818e-05,0.582524419686085,0.261,0.193,0.278792578286121
"Diablo",1.65284653225598e-05,0.510892333816284,0.289,0.216,0.284124318894803
"Zc3h15",1.67734917533032e-05,0.468307241712706,0.377,0.308,0.288336323239282
"Rasa4",1.71512660676122e-05,0.60585151339943,0.28,0.215,0.294830263702254
"Snx12",1.79159213295523e-05,0.594224989918443,0.252,0.186,0.307974687655004
"Dnlz",1.8040948229056e-05,-0.484368974374685,0.226,0.299,0.310123900057473
"Utp11l",1.8205440388741e-05,0.411861249497333,0.404,0.339,0.312951520282457
"Tmx1",1.82407677759506e-05,-0.420869009564928,0.261,0.344,0.313558798068591
"Polr2a",1.86266250336027e-05,-0.431586489353398,0.197,0.274,0.32019168432763
"Arl4c",1.9472280707916e-05,0.577528253872761,0.41,0.35,0.334728505369076
"Eif3b",2.01219865207186e-05,0.391915637339792,0.406,0.338,0.345896948291152
"Mrpl43",2.12190698681172e-05,0.357605529708748,0.524,0.461,0.364755811032934
"1110008P14Rik",2.13606880844338e-05,-0.333765636791957,0.301,0.393,0.367190228171417
"Orai3",2.13973512607939e-05,-0.529611694378043,0.197,0.271,0.367820468173047
"Rad23b",2.36872001228165e-05,-0.314223971739667,0.323,0.416,0.407182970111216
"Mlec",2.42598593023356e-05,0.488307050235064,0.294,0.221,0.417026981407149
"Il3ra",2.42945811905725e-05,-0.442782734582531,0.191,0.266,0.417623850665941
"Chchd10",2.44690834439364e-05,-0.561726546929861,0.252,0.326,0.420623544401267
"Ddx41",2.48406505503422e-05,0.527003776863795,0.252,0.183,0.427010782960382
"Rbfa",2.58097833098073e-05,-0.267578714666586,0.477,0.571,0.443670175095587
"Ssbp1",2.62683317458558e-05,0.408521588623661,0.438,0.378,0.451552622711261
"Drg1",2.93404696903985e-05,0.48974614347878,0.349,0.279,0.504362673977951
"Nsun2",2.93895951373081e-05,0.595393151945568,0.259,0.194,0.505207140410326
"Deb1",2.98181959883896e-05,-0.387648608339715,0.217,0.295,0.512574789040417
"2210016F16Rik",3.10634489023612e-05,0.353389609848121,0.478,0.428,0.533980686631589
"Polr2h",3.27350183428213e-05,0.563683377029597,0.25,0.187,0.562714965313099
"Rpl23a-ps3",3.27551995348883e-05,0.356563363590912,0.529,0.478,0.56306188000473
"Ddx46",3.342857889681e-05,0.54128439384047,0.286,0.219,0.574637271236163
"Nrd1",3.4142207220456e-05,0.584947934113316,0.282,0.219,0.586904542119638
"Eif5b",3.45586282417163e-05,0.349859253446231,0.613,0.579,0.594062819475104
"Plekha2",3.45792579381401e-05,0.543640894229574,0.267,0.203,0.594417443956629
"Dnajb6",3.54101565407664e-05,0.315048302855704,0.541,0.488,0.608700590935774
"Rbm7",3.55691352536814e-05,0.36128924912655,0.437,0.371,0.611433435010783
"Jtb",3.60765519967193e-05,-0.286593451884285,0.533,0.615,0.620155928823605
"Ncbp2",3.7148396447485e-05,-0.424495553883097,0.192,0.266,0.638580934932267
"Mrpl34",3.72968051828167e-05,-0.367419413869748,0.412,0.488,0.641132081092619
"Apip",3.77959156144331e-05,-0.381009002583035,0.196,0.269,0.649711789412106
"Rbm5",3.84467464562785e-05,-0.444085649076168,0.211,0.283,0.660899571583428
"Nars",3.85435453142477e-05,-0.320306683152483,0.292,0.383,0.662563543951919
"Tank",3.98410920694076e-05,0.628182206408573,0.295,0.237,0.684868372673117
"Sfpq",3.99352930467143e-05,0.338200272315719,0.494,0.443,0.686487687473019
"Fnta",4.04331711806799e-05,-0.455054778095579,0.223,0.294,0.695046212595888
"Relb",4.06397669445908e-05,0.56246523434823,0.319,0.26,0.698597593777516
"Pdcd6",4.11284613507685e-05,0.273523265938301,0.651,0.611,0.70699825061971
"Lgals8",4.16615629378729e-05,0.568363791210305,0.319,0.256,0.716162266902035
"Nfam1",4.64613634546923e-05,-0.411778783004502,0.201,0.277,0.798670837786161
"Fam195b",4.79188344633574e-05,-0.261004575820663,0.504,0.59,0.823724764425114
"Eif1a",4.82132419810573e-05,0.467153396928585,0.384,0.318,0.828785629654375
"Bckdk",4.95541871497115e-05,-0.438049771904974,0.207,0.278,0.85183647710354
"Mif4gd",5.07153014519817e-05,-0.291284742732901,0.36,0.447,0.871796031959566
"Coro1c",5.18840762046425e-05,-0.331618729574118,0.364,0.447,0.891887269957805
"Rps19bp1",5.20115527172042e-05,0.430643486338625,0.344,0.278,0.894078591208739
"Itgb1bp1",5.22258142938496e-05,0.347517353175296,0.451,0.386,0.897761747711274
"Vps26a",5.23492791730428e-05,0.399375881286813,0.384,0.318,0.899884108984606
"Desi2",5.49645998130602e-05,-0.314145837580132,0.227,0.306,0.944841470786505
"Dusp11",5.63889177620355e-05,0.405041028571739,0.393,0.327,0.969325496329389
"Zc3hav1",5.98082045237663e-05,0.485647445388749,0.297,0.235,1
"Mbd3",6.0038275250922e-05,-0.307765906732525,0.337,0.419,1
"Ogdh",6.04867494409593e-05,-0.345168474837764,0.292,0.368,1
"Golgb1",6.12365415003813e-05,-0.376162828581998,0.315,0.393,1
"Rnps1",6.33513199438065e-05,0.564250887615563,0.254,0.193,1
"Yeats4",6.61955231578527e-05,-0.332286924856429,0.304,0.386,1
"Stt3b",6.62689608522015e-05,0.470925558541529,0.309,0.244,1
"Anapc10",6.65799693538118e-05,0.517003389483674,0.281,0.221,1
"Prpf38b",6.80262172262313e-05,-0.250786198642521,0.341,0.43,1
"Fam104a",7.09960642080645e-05,0.257348873513223,0.619,0.597,1
"Pcmt1",7.23007674396071e-05,0.373106076424165,0.402,0.34,1
"Aco2",7.25751947006351e-05,0.401461594595024,0.376,0.312,1
"Hnrnpu",7.52118498671805e-05,-0.294424992139729,0.408,0.494,1
"Ndufa9",7.62877157300049e-05,0.353437157456883,0.408,0.334,1
"Pop7",7.72644674486958e-05,0.509430433958998,0.314,0.252,1
"Surf4",7.95301582356772e-05,0.316459508738935,0.547,0.506,1
"Lmo2",8.08022407015546e-05,-0.300187901845212,0.495,0.585,1
"Nrros",8.11579090741885e-05,0.294543483454113,0.749,0.734,1
"Cdc34",8.50605399111894e-05,0.515594392506461,0.303,0.24,1
"Rap2c",8.54734906661388e-05,0.582938770055345,0.313,0.259,1
"Luc7l3",8.54741189748072e-05,0.456928365154376,0.395,0.336,1
"Capn2",8.55314263118406e-05,0.346392839171062,0.431,0.377,1
"Mospd3",8.7240132638154e-05,-0.406665360331575,0.243,0.312,1
"Nans",8.95033714938696e-05,0.361274431470113,0.48,0.428,1
"Phip",9.274348811077e-05,-0.413609254387276,0.198,0.267,1
"Pnpla2",9.79147666684754e-05,-0.375487573053673,0.184,0.252,1
"Anp32e",9.97404063396331e-05,0.482241486786309,0.342,0.279,1
"Cops4",0.000100803420795238,0.460880638503548,0.343,0.279,1
"Gng12",0.000101877203157963,0.342246401025266,0.636,0.608,1
"Dnajc7",0.000101991024852633,0.428643727042677,0.315,0.251,1
"Isca2",0.000102823253928195,0.51457918048499,0.273,0.213,1
"Rpl27-ps3",0.000104620138538127,0.429211317908454,0.404,0.346,1
"Rbck1",0.000106281943113916,0.489275494642892,0.328,0.271,1
"Wdr1",0.000107054676756434,0.282111815636934,0.643,0.607,1
"Gtf2h5",0.00010809783232475,0.282603964119824,0.585,0.527,1
"Cebpa",0.000109194661309575,-0.261302100063775,0.321,0.401,1
"Pfdn6",0.00010997284079608,0.317352353440005,0.561,0.509,1
"Zcchc17",0.000114555408564853,0.403232436251834,0.388,0.323,1
"Snapin",0.000116352288094879,-0.39330988070506,0.21,0.278,1
"Sarnp",0.000122667758576539,0.464305984061939,0.254,0.193,1
"Srm",0.000123312149437922,0.545857517436478,0.277,0.217,1
"Mtfr1l",0.000126191125972622,0.402329121690977,0.373,0.309,1
"Emc3",0.000126195932113926,0.504090838042857,0.302,0.243,1
"Map3k1",0.000126576912669104,-0.408969342269753,0.198,0.267,1
"Dscr3",0.000126950753844727,-0.384184264523066,0.209,0.279,1
"Stx8",0.000127152420525071,0.361510724645253,0.439,0.383,1
"Mrpl12",0.00013435316272403,0.297477472566457,0.571,0.539,1
"Chic2",0.000135269479642387,0.341870633632774,0.539,0.494,1
"5031439G07Rik",0.000143702959011016,-0.290669071060618,0.349,0.425,1
"Ptpra",0.000143960290804793,-0.359467721596782,0.286,0.361,1
"Cdk2ap2",0.000148689468476356,0.451610968753672,0.75,0.748,1
"Atp6ap2",0.000148979754236693,-0.277839517331242,0.483,0.56,1
"Rnf166",0.000149625187324667,-0.375263542429825,0.184,0.25,1
"Trim25",0.000153694360618801,-0.289235097620882,0.285,0.358,1
"Tpd52l2",0.000154699058338637,-0.323193575330448,0.348,0.424,1
"Atg5",0.000156026676729163,-0.376011840443321,0.28,0.351,1
"1810043H04Rik",0.000156284394996449,0.322071626558644,0.466,0.405,1
"Polr2k",0.000160591076198526,0.356975075060007,0.463,0.415,1
"Ing2",0.000163307738688509,-0.430110139550452,0.187,0.25,1
"Dnajb14",0.000163315862054324,-0.296867692530134,0.23,0.299,1
"Cpne2",0.000163670406853238,0.58476414599905,0.319,0.267,1
"Srp54b",0.000166032369075469,0.397975754120659,0.417,0.363,1
"Kpna4",0.000168060335771403,0.492585123952015,0.317,0.258,1
"D17Wsu92e",0.000170344529526055,0.411014757724614,0.327,0.265,1
"Adh5",0.000171180373579682,0.377803273760701,0.371,0.313,1
"Uqcc2",0.000171274355529518,0.25713208139058,0.639,0.605,1
"Sptlc2",0.000180630047079718,-0.288338877425534,0.37,0.448,1
"Asna1",0.000180986999204785,0.414407070912274,0.4,0.345,1
"Vps35",0.000186368790187031,-0.291873550620441,0.385,0.467,1
"Saraf",0.000191438801312144,-0.262573407624631,0.461,0.54,1
"Csf2rb",0.000193799321388144,0.563695673571914,0.463,0.437,1
"Sdhaf1",0.000195578010011992,-0.435899549490468,0.194,0.257,1
"Hnrnpa0",0.000196286925333853,-0.432710877076859,0.222,0.289,1
"Ift22",0.000198465778162944,0.542257289277665,0.289,0.233,1
"Becn1",0.000199368996584731,0.455997813844088,0.368,0.317,1
"Imp4",0.000204442015007741,0.38736942257359,0.358,0.297,1
"Atp6v1c1",0.000206195419164745,0.369185710450877,0.472,0.434,1
"Sh3bp1",0.000209210428473425,0.575835488175186,0.295,0.245,1
"Apoa1bp",0.000214489279788332,-0.278859043843973,0.37,0.444,1
"Ubap2l",0.000214927079505897,-0.285285251516124,0.325,0.405,1
"Smim12",0.000217041234300121,-0.310206570812903,0.283,0.354,1
"Rsl24d1",0.000222305408851489,0.49367098632282,0.294,0.237,1
"Rnpepl1",0.000222567296577377,-0.344126789647763,0.217,0.287,1
"Rab32",0.00022612438568473,0.442978240318705,0.362,0.305,1
"Pdzd11",0.00022700293402368,0.470613221550861,0.299,0.242,1
"Mapre2",0.000228632019127866,-0.471526362395852,0.215,0.274,1
"Med9",0.000228743357577072,0.46409966092173,0.298,0.243,1
"Sel1l",0.000231145730801501,-0.447135025557471,0.205,0.269,1
"Dnajc1",0.000234056834711053,-0.423832747947357,0.205,0.268,1
"Puf60",0.000234110481981264,0.458230709853846,0.285,0.227,1
"Ubxn6",0.000234668921197017,-0.271194257653794,0.334,0.411,1
"Mob1a",0.000235628561123276,-0.269050636549734,0.43,0.504,1
"Frg1",0.0002383533125712,0.419021826871453,0.323,0.26,1
"Dnaja2",0.000241409455844529,0.369990327969907,0.527,0.487,1
"Usp8",0.000243904976806698,-0.389503131038609,0.215,0.279,1
"Nr2c2ap",0.000244825608471313,0.453189604926712,0.26,0.202,1
"Unc50",0.00024931945259107,-0.282530378491585,0.38,0.463,1
"Psmg3",0.000250543597817971,0.386128152518846,0.27,0.211,1
"Degs1",0.000253548939505952,-0.30001058819855,0.335,0.416,1
"Tra2a",0.00025504279027122,0.376390334759523,0.421,0.363,1
"Nucb2",0.000265812167798935,-0.393664047247912,0.219,0.283,1
"Srrm1",0.000275352250716893,0.339205152300337,0.506,0.464,1
"Ten1",0.00027787561706464,-0.2995850367558,0.443,0.506,1
"Lrp10",0.00027875779449766,0.331631970100132,0.386,0.321,1
"Dusp22",0.000284879749571923,-0.383412647718974,0.191,0.254,1
"Dusp3",0.000292036402423674,-0.287732956750161,0.302,0.377,1
"Alg5",0.000295300538875536,-0.309330318874473,0.355,0.419,1
"Nsmce1",0.000295300877226055,-0.304799212529541,0.364,0.434,1
"Pgp",0.000300377694649396,0.488924736871638,0.377,0.321,1
"Gemin7",0.000305156546144548,-0.274729321985232,0.376,0.452,1
"Tcea1",0.000306633385314399,0.535638401100117,0.256,0.201,1
"Ythdf2",0.000311122283882144,0.523986174291122,0.293,0.24,1
"Mpnd",0.000311882699631644,0.548152309989332,0.28,0.229,1
"Ppp1cb",0.000314527039811444,-0.317008576150425,0.266,0.334,1
"Atxn7l3b",0.000333312923943019,-0.270272336808645,0.428,0.511,1
"Snrnp25",0.000334708057311124,-0.374106282502331,0.245,0.314,1
"Yif1b",0.000344186164590104,0.329727436232798,0.479,0.433,1
"Gorasp2",0.00035380189615336,0.408303378788504,0.351,0.295,1
"Por",0.000376942597579583,0.466231688636771,0.397,0.346,1
"Ndufs2",0.000382384050983169,0.285345110411955,0.531,0.482,1
"Rfc2",0.000396309663676025,0.438590625937213,0.308,0.255,1
"Atrx",0.000398499576854681,-0.323737051675769,0.232,0.3,1
"Brms1",0.00040082279619146,0.43319983127193,0.331,0.276,1
"Entpd1",0.000427802704044311,0.509254555645613,0.251,0.196,1
"Pten",0.000428358940666567,-0.338986290082484,0.259,0.322,1
"Psmd9",0.000435698582699177,0.449993153044957,0.295,0.238,1
"Timm50",0.000443937974134014,0.459644173392747,0.271,0.217,1
"Pkib",0.000455928713792138,0.500514115913878,0.326,0.274,1
"Ube2j1",0.000465972768252238,0.38376129355795,0.296,0.238,1
"Actr10",0.000470054888617359,0.387513985544961,0.362,0.311,1
"Ddx21",0.000488064493431754,0.525518849282534,0.269,0.218,1
"Gm10036",0.000488863704534811,0.278591162824401,0.511,0.457,1
"Bre",0.000513783399644683,0.476248348718241,0.279,0.23,1
"Ube2m",0.000519593540480685,0.36365445975495,0.401,0.347,1
"Safb2",0.000523320364582758,0.45742397405616,0.312,0.26,1
"Uvrag",0.000542714015505099,0.529908613850792,0.272,0.221,1
"Clec4d",0.000559885158548302,0.60508667918364,0.463,0.425,1
"Zmat5",0.000565049824195298,0.42055255660016,0.364,0.314,1
"Snapc5",0.000585681358874916,0.281186506040082,0.6,0.583,1
"Dars",0.000602660977079641,0.50753199658672,0.256,0.204,1
"Taf10",0.000603187352773807,0.254357056042097,0.557,0.516,1
"Sike1",0.000603968714096377,0.455646641387712,0.272,0.221,1
"Mob4",0.000624443819217256,0.442034284394833,0.295,0.243,1
"A430005L14Rik",0.000629525639513447,0.393278440861036,0.27,0.213,1
"Bzw1",0.000648982237794844,0.315170586222933,0.459,0.413,1
"Srsf10",0.000670361109468313,0.379828987347579,0.312,0.254,1
"Tmem60",0.000672341612864703,-0.272930816342182,0.283,0.35,1
"Cetn3",0.000679196134643867,0.28751737768035,0.438,0.386,1
"C1qbp",0.000689374232602046,0.386558089202206,0.476,0.44,1
"Gsk3b",0.00074468313940563,-0.339753383774057,0.288,0.354,1
"Clptm1l",0.000775432282440411,0.305906698748308,0.475,0.426,1
"Bst1",0.000789471578868095,0.288204045649366,0.551,0.509,1
"Psen2",0.000828643179478697,0.511439131754266,0.272,0.224,1
"Chp1",0.000841276203220353,-0.373033904246275,0.206,0.265,1
"Naa20",0.000847766468640855,0.30298598519841,0.453,0.404,1
"Nsf",0.00085349711290621,0.470864945047617,0.291,0.244,1
"Get4",0.000856695993263227,0.407984648700911,0.274,0.224,1
"Tcirg1",0.000899172836780347,0.374316597225438,0.39,0.344,1
"Ripk1",0.000937759921155776,-0.300111943591133,0.258,0.321,1
"Pkn1",0.000960856901822938,0.417314155129231,0.313,0.263,1
"Mpp6",0.000975748466657728,-0.362100604621619,0.203,0.257,1
"Dohh",0.00100091842436808,0.341908192456004,0.317,0.265,1
"U2af2",0.00100906866155843,0.404526481237633,0.272,0.216,1
"Nipsnap3b",0.0010341743667207,0.40861454690587,0.386,0.342,1
"Eif4g1",0.00104658254305882,-0.29512653085628,0.313,0.379,1
"Eid1",0.00104665349928483,-0.255144898638946,0.348,0.419,1
"Carhsp1",0.00105910742640618,0.5872931131544,0.369,0.328,1
"2-Sep",0.00109733152290424,-0.30863708587991,0.276,0.337,1
"Vamp4",0.00110584128583985,0.406369512974537,0.398,0.358,1
"Cklf",0.00112076871069837,0.38153088561574,0.419,0.376,1
"Cited2",0.00112131338782487,0.460349975023817,0.446,0.401,1
"Szrd1",0.00116702704648597,0.373464032930397,0.41,0.366,1
"Ocel1",0.00118580180824068,-0.385031148128061,0.217,0.274,1
"Snx1",0.00119364974352425,0.343355072637862,0.449,0.403,1
"Ppdpf",0.00119614378785106,0.419633839191478,0.367,0.324,1
"Sqrdl",0.00120097426204601,-0.344642724358036,0.217,0.274,1
"Ap2b1",0.0012409992732676,-0.325606352192056,0.231,0.29,1
"Kdm7a",0.00125282153443759,0.379389861507447,0.399,0.357,1
"Pin4",0.001255915912498,0.362749356065764,0.356,0.305,1
"Fam111a",0.00136100996080111,0.424647136430946,0.373,0.33,1
"Tmem109",0.00137593684551845,-0.337314303035089,0.201,0.258,1
"Tns3",0.00144451811885364,0.468750113391083,0.313,0.273,1
"Plin2",0.00147448922535734,0.377883607608317,0.846,0.868,1
"Commd2",0.00153844916222565,0.350628538986613,0.331,0.279,1
"Ccdc124",0.00154401760425046,0.258952377156274,0.498,0.457,1
"Zmat2",0.00158876505653111,0.285502637563707,0.435,0.386,1
"Ptp4a1",0.00163200573113106,0.339677895534679,0.481,0.446,1
"Ctbp1",0.00165185668426637,0.277939417644072,0.469,0.427,1
"Slbp",0.00167701313127531,0.413315791735157,0.258,0.21,1
"Ergic2",0.00168111918922236,0.425217288361461,0.28,0.231,1
"Hras",0.00168253445732989,0.334496513827827,0.363,0.317,1
"Wtap",0.00173313314503055,0.36196880493316,0.392,0.356,1
"Clec2d",0.00173783541494601,-0.327805741551352,0.212,0.268,1
"Arl3",0.00174294366420106,0.431217228511099,0.253,0.205,1
"Nabp2",0.00176190975768047,0.323499263632005,0.347,0.292,1
"Tmem189",0.00186208034719976,0.332986196044146,0.521,0.48,1
"Mef2d",0.00187690287468139,-0.276951016168298,0.207,0.264,1
"Nxt1",0.00201000777637589,0.431026850539852,0.255,0.21,1
"Cyfip1",0.00208326976983734,0.2974141210219,0.509,0.483,1
"Dera",0.00224817078124084,0.377387071479432,0.294,0.247,1
"Phf5a",0.0022486497485736,0.301461870209585,0.421,0.387,1
"Ric8",0.00226074070500271,0.341681462138529,0.254,0.204,1
"Otub1",0.00232912391587715,0.420387241280531,0.259,0.214,1
"Abhd16a",0.00240475333862505,0.362809949481178,0.359,0.317,1
"Ebp",0.00248857902743975,0.282177942794824,0.52,0.485,1
"Magt1",0.00256240979633702,0.347208510488011,0.363,0.318,1
"Rab6a",0.00271872013821385,0.358681343680946,0.378,0.336,1
"Rbbp4",0.00286458005771198,0.357919087755656,0.339,0.294,1
"Fosl2",0.00288130906134103,0.368609539404348,0.315,0.271,1
"Nono",0.00288199092152056,0.287605183861544,0.44,0.398,1
"Ssr1",0.00299895742514392,0.263734250559084,0.465,0.426,1
"Gps1",0.00301914451640544,0.358201890007424,0.278,0.23,1
"Selplg",0.00310028668845909,0.275375302724857,0.58,0.545,1
"Arid1a",0.00310097564160893,-0.326828936962025,0.271,0.327,1
"Gba",0.00314320506478152,-0.267468019644424,0.255,0.309,1
"Tifa",0.00319446446682241,0.388089050338777,0.36,0.317,1
"Per1",0.00329457976957368,-0.287693993848689,0.199,0.25,1
"Fibp",0.00335119341733805,-0.25293321830904,0.296,0.352,1
"Sf1",0.00338479431512739,0.345395489716306,0.305,0.258,1
"Batf",0.00342386042524704,0.331623165649669,0.334,0.289,1
"Kars",0.00344334935112031,0.317885928048789,0.281,0.231,1
"Cox19",0.00350469482828567,0.400467220597398,0.293,0.25,1
"Nrbp1",0.00352260533628811,0.355875941409944,0.306,0.264,1
"Tmem251",0.00356678893374965,0.332658816030379,0.368,0.323,1
"Tfg",0.00361953660291995,0.370557799006887,0.335,0.293,1
"Ubald2",0.00363271472247822,0.316771151394764,0.592,0.583,1
"Psmg4",0.00378506706939439,0.263590770029999,0.535,0.512,1
"Sbds",0.00381456873687443,-0.25024274657334,0.268,0.327,1
"Naa10",0.00384604738851757,0.481224704855713,0.256,0.214,1
"Mgrn1",0.00403228144724178,0.387943887418823,0.279,0.237,1
"Cux1",0.00411168827777301,0.41510388855637,0.307,0.267,1
"Dpm2",0.00429248418261543,0.407926212837317,0.303,0.265,1
"1700020I14Rik",0.00429823595709151,-0.271925708109024,0.3,0.354,1
"Wbp11",0.00438991557676906,0.357413749546858,0.313,0.274,1
"Cnp",0.00449641618682615,0.372012062560711,0.351,0.306,1
"Zc3h7a",0.00468229982027503,0.427751828869412,0.256,0.216,1
"Mrpl13",0.00480681443887163,0.323512648624592,0.372,0.331,1
"Creb3",0.00483435187802984,0.350166630120951,0.292,0.247,1
"Cflar",0.00484154171733343,0.398562398161958,0.469,0.437,1
"Eva1b",0.00495837112166549,0.406445931957195,0.324,0.282,1
"Cd53",0.00498927193578018,0.272904426228383,0.836,0.845,1
"Rnf114",0.00500475928804808,0.330865461248725,0.382,0.34,1
"Dync1i2",0.00514755117385682,0.41728747637431,0.392,0.359,1
"Nktr",0.00523180617580244,0.303254045194134,0.438,0.399,1
"Ghitm",0.0053776020506178,0.250783922476601,0.492,0.462,1
"Trim8",0.00544744590239317,-0.284123736812582,0.263,0.312,1
"Hmgcl",0.00552326173266187,0.355595652140571,0.327,0.289,1
"Azi2",0.00562930940939105,0.393433194984915,0.298,0.262,1
"Sgta",0.00580787782384555,0.367087983411743,0.349,0.314,1
"Myh9",0.00582732776292995,0.357854727752757,0.27,0.23,1
"Cfdp1",0.00589714780296347,0.26955663082027,0.51,0.49,1
"Syncrip",0.00614608665834395,0.275255846182806,0.281,0.233,1
"Map2k3",0.0063018698876247,0.405845634890658,0.362,0.324,1
"0610010K14Rik",0.00639649303209057,-0.325707648264834,0.229,0.276,1
